19:17:01,742 |-INFO in ch.qos.logback.core.joran.action.ConversionRuleAction - registering conversion word wEx with class [org.springframework.boot.logging.logback.ExtendedWhitespaceThrowableProxyConverter]
19:17:01,742 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - About to instantiate appender of type [org.springframework.boot.logging.logback.LevelRemappingAppender]
19:17:01,743 |-INFO in ch.qos.logback.core.joran.action.AppenderAction - Naming appender as [DEBUG_LEVEL_REMAPPER]
19:17:01,743 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [org.apache.catalina.startup.DigesterFactory] to ERROR
19:17:01,743 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@77cd7a0 - Propagating ERROR level on Logger[org.apache.catalina.startup.DigesterFactory] onto the JUL framework
19:17:01,743 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [org.apache.catalina.util.LifecycleBase] to ERROR
19:17:01,743 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@77cd7a0 - Propagating ERROR level on Logger[org.apache.catalina.util.LifecycleBase] onto the JUL framework
19:17:01,743 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [org.apache.coyote.http11.Http11NioProtocol] to WARN
19:17:01,743 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@77cd7a0 - Propagating WARN level on Logger[org.apache.coyote.http11.Http11NioProtocol] onto the JUL framework
19:17:01,743 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [org.apache.sshd.common.util.SecurityUtils] to WARN
19:17:01,743 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@77cd7a0 - Propagating WARN level on Logger[org.apache.sshd.common.util.SecurityUtils] onto the JUL framework
19:17:01,743 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [org.apache.tomcat.util.net.NioSelectorPool] to WARN
19:17:01,743 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@77cd7a0 - Propagating WARN level on Logger[org.apache.tomcat.util.net.NioSelectorPool] onto the JUL framework
19:17:01,743 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [org.crsh.plugin] to WARN
19:17:01,743 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@77cd7a0 - Propagating WARN level on Logger[org.crsh.plugin] onto the JUL framework
19:17:01,743 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [org.crsh.ssh] to WARN
19:17:01,743 |-INFO in ch.qos.logback.classic.jul.LevelChangePropagator@77cd7a0 - Propagating WARN level on Logger[org.crsh.ssh] onto the JUL framework
19:17:01,743 |-INFO in ch.qos.logback.classic.joran.action.LoggerAction - Setting level of logger [org.eclipse.jetty.util.component.AbstractLifeCycle] to ERROR
